Make,Model,Year,KM's driven,Price,Fuel,Registration city,Car documents,Assembly,Transmission,Condition
Hyundai,Santro,2004,206332,725000,Petrol,Lahore,Original,Local,Manual,Used
Mitsubishi,Minicab Bravo,2012,152000,1200000,Petrol,Islamabad,Original,Imported,Manual,Used
Suzuki,Wagon R,2021,31470,3000000,Petrol,Lahore,Original,Local,Manual,Used
Honda,City Aspire,2015,93000,3050000,Petrol,Islamabad,Original,Local,Manual,Used
Honda,Civic Prosmetic,2011,119000,2500000,Petrol,Lahore,Original,Local,Automatic,Used
Honda,City IVTEC,2013,125000,2750000,Petrol,Lahore,Original,Local,Automatic,Used
Toyota,Corrolla Altis,2018,67000,4700000,Petrol,Lahore,Original,Imported,Automatic,Used
Honda,City IVTEC,2017,67000,3050000,Petrol,Sindh,Original,Local,Manual,Used
Mitsubishi,Minicab Bravo,2012,15000,1190000,Petrol,Karachi,Original,Imported,Automatic,Used
Suzuki,Wagon R,2019,47500,2295000,Petrol,Lahore,Original,Local,Manual,Used
Honda,Civic Oriel,2015,110000,3925000,Petrol,Faisalabad,Original,Local,Automatic,Used
Daihatsu,Cuore,2008,12345,760000,Petrol,Lahore,Original,Imported,Manual,Used
Suzuki,Mehran VXR,2005,87000,715000,Petrol,Lahore,Original,Local,Manual,Used
Changan,Alsvin,2021,60000,3800000,Petrol,Karachi,Original,Imported,Automatic,Used
Mitsubishi,Lancer,2005,84000,1550000,Petrol,Islamabad,Original,Local,Manual,Used
Honda,Civic Oriel,2017,109000,5000000,Petrol,Islamabad,Original,Local,Automatic,Used
Daihatsu,Hijet,2007,86000,950000,Petrol,Karachi,Original,Imported,Automatic,Used
Suzuki,Wagon R,2018,65650,1995000,Petrol,Islamabad,Original,Imported,Manual,Used
Toyota,Corolla XLI,2010,128000,2240000,Petrol,Lahore,Original,Local,Manual,Used
Toyota,Corrolla Altis,2017,77000,4100000,Petrol,Karachi,Original,Local,Automatic,Used
Hyundai,Santro,2007,120000,1190000,Petrol,Lahore,Original,Imported,Manual,Used
Toyota,Corolla XLI,2008,100000,1600000,Petrol,Karachi,Original,Local,Manual,Used
Daihatsu,Mira,2020,5500,3500000,Petrol,Unregistered,Original,Imported,Automatic,Used
Toyota,Corrolla Altis,2017,94000,4750000,Petrol,Islamabad,Original,Local,Automatic,Used
Suzuki,Alto,2020,32000,2380000,Petrol,Karachi,Original,Local,Automatic,Used
Toyota,Yaris,2020,55000,3750000,Petrol,Islamabad,Original,Local,Manual,Used
Toyota,Corrolla Altis,2006,140000,1800000,Petrol,Sindh,Original,Imported,Automatic,Used
Toyota,Corolla GLI,2009,121000,2400000,Petrol,Lahore,Original,Local,Manual,Used
Hyundai,Santro,2004,60000,780000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Alto,2015,120000,2400000,Petrol,Karachi,Original,Imported,Automatic,Used
Daihatsu,Cuore,2003,231498,600000,Petrol,Karachi,Original,Local,Manual,Used
Honda,City IDSI,2001,121500,950000,Petrol,Faisalabad,Original,Imported,Manual,Used
Suzuki,Wagon R,2019,72000,2349000,Petrol,Islamabad,Original,Local,Manual,Used
Toyota,Corolla GLI,2018,121000,4200000,Petrol,Lahore,Original,Local,Automatic,Used
Daihatsu,Mira,2007,140000,1350000,Petrol,Islamabad,Original,Imported,Automatic,Used
Suzuki,Swift,2018,88000,2300000,Petrol,Sindh,Original,Local,Manual,Used
Daihatsu,Cuore,2010,102000,900000,Petrol,Karachi,Original,Local,Manual,Used
Suzuki,Every,2017,155000,2350000,Petrol,Unregistered,Original,Imported,Automatic,Used
Hyundai,Santro,2006,100000,990000,Petrol,Lahore,Original,Local,Manual,Used
Daihatsu,Mira,2015,141000,2230000,Petrol,Karachi,Original,Imported,Automatic,Used
Toyota,Corolla XLI,2008,200000,1650000,Petrol,Karachi,Original,Local,Manual,Used
Suzuki,Alto,2005,10000,550000,Petrol,Karachi,Original,Local,Manual,Used
Toyota,Corolla XLI,2006,100000,2050000,Petrol,Islamabad,Original,Local,Manual,Used
Suzuki,Bolan,2003,425180,650000,Petrol,Faisalabad,Original,Local,Manual,Used
Toyota,Corolla GLI,2017,96000,3800000,Petrol,Karachi,Original,Local,Automatic,Used
KIA,Classic,2005,145000,435000,Petrol,Islamabad,Original,Imported,Manual,Used
Toyota,Altis Grande,2015,99000,4050000,Petrol,Lahore,Original,Local,Automatic,Used
Daihatsu,Move,2017,71000,2890000,Petrol,Lahore,Original,Imported,Automatic,Used
Daihatsu,Mira,2014,85000,2610000,Petrol,Islamabad,Original,Imported,Automatic,Used
Daihatsu,Cuore,2006,176708,700000,Petrol,Lahore,Original,Local,Manual,Used
Toyota,Corolla GLI,2008,142000,1800000,Petrol,Karachi,Original,Local,Manual,Used
Suzuki,Every,2016,65000,2380000,Petrol,Lahore,Original,Imported,Automatic,Used
Hyundai,Santro,2004,123000,780000,Petrol,Karachi,Original,Local,Manual,Used
Suzuki,Wagon R,2018,76400,2400000,Petrol,Islamabad,Original,Local,Manual,Used
Toyota,Corrolla Altis,2020,40000,3900000,Petrol,Sindh,Original,Imported,Automatic,Used
Chevrolet,Exclusive,2005,123456,575000,Petrol,Sindh,Original,Imported,Manual,Used
Suzuki,Cultus VXR,2022,49000,3285000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Alto,2004,99000,640000,Petrol,Karachi,Original,Local,Manual,Used
Suzuki,Alto,2021,37000,2510000,Petrol,Karachi,Original,Local,Automatic,Used
Toyota,Corolla XLI,2010,123456,2015000,Petrol,Lahore,Original,Local,Manual,Used
Honda,Civic Prosmetic,2010,130000,2250000,Petrol,Karachi,Original,Imported,Automatic,Used
Toyota,Corolla XLI,2006,1111,1650000,Petrol,Lahore,Original,Local,Manual,Used
Toyota,Yaris,2022,41000,4700000,Petrol,Punjab,Original,Local,Automatic,Used
Daihatsu,Mira,2019,39000,3400000,Petrol,Sindh,Original,Imported,Automatic,Used
Daihatsu,Hijet,2011,81500,1550000,Petrol,Karachi,Original,Imported,Automatic,Used
Toyota,Passo,2012,136000,2520000,Petrol,Islamabad,Original,Imported,Automatic,Used
Chevrolet,Joy,2007,197000,985000,Petrol,Jhelum,Original,Imported,Manual,Used
Honda,City IVTEC,2011,210000,2500000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Baleno,2000,200000,590000,Petrol,Karachi,Original,Imported,Manual,Used
Toyota,Corrolla Altis,2008,131272,2400000,Petrol,Lahore,Original,Local,Automatic,Used
Toyota,Yaris,2020,48000,4249000,Petrol,Rawalpindi,Original,Local,Automatic,Used
Suzuki,Bolan,2014,60000,1250000,Petrol,Lahore,Original,Imported,Manual,Used
Hyundai,Santro,2007,138765,999999,Petrol,Lahore,Original,Local,Manual,Used
Daihatsu,Mira,2013,96000,2050000,Petrol,Karachi,Original,Imported,Automatic,Used
Suzuki,Bolan,2016,80000,1200000,Petrol,Lahore,Original,Local,Manual,Used
Toyota,Corolla XLI,2011,200000,2380000,Petrol,Lahore,Original,Imported,Manual,Used
Hyundai,Santro,2006,95632,845000,Petrol,Faisalabad,Original,Local,Manual,Used
Suzuki,Baleno,2005,75000,560000,Petrol,Karachi,Duplicate,Local,Manual,Used
Honda,Civic Oriel,2013,85000,3620000,Petrol,Islamabad,Original,Local,Manual,Used
Toyota,Corrolla Altis,2016,95000,3790000,Petrol,Sindh,Original,Local,Automatic,Used
Suzuki,Mehran VXR,2004,90520,550000,Petrol,Lahore,Original,Imported,Manual,Used
Daihatsu,Mira,2016,120000,2250000,Petrol,Karachi,Original,Imported,Automatic,Used
Daihatsu,Mira,2015,98000,2400000,Petrol,Multan,Original,Imported,Automatic,Used
Toyota,Corolla XLI,2017,179000,3475000,Petrol,Lahore,Original,Local,Manual,Used
Toyota,Altis Grande,2015,114000,3910000,Petrol,Lahore,Original,Local,Automatic,Used
Daihatsu,Cuore,2009,48000,1100000,Petrol,Lahore,Original,Imported,Manual,Used
Suzuki,Ravi,2013,91000,750000,Petrol,Sindh,Original,Local,Manual,Used
Daihatsu,Hijet,2015,115000,1700000,Petrol,Karachi,Original,Imported,Automatic,Used
Honda,Civic Prosmetic,2001,160000,1370000,Petrol,Lahore,Original,Local,Automatic,Used
Toyota,Corrolla Altis,2016,90000,4080000,Petrol,Lahore,Original,Local,Automatic,Used
Daihatsu,Cuore,2004,234567,510000,Petrol,Faisalabad,Original,Imported,Manual,Used
Suzuki,Alto,2007,138686,920000,Petrol,Karachi,Original,Local,Automatic,Used
Daihatsu,Cuore,2004,110500,575000,Petrol,Karachi,Original,Local,Manual,Used
Changan,Karvaan,2022,7000,2450000,Petrol,Karachi,Original,Imported,Manual,Used
Honda,City IVTEC,2018,38000,4200000,Petrol,Lahore,Original,Local,Automatic,Used
Honda,City Vario,2004,265019,1400000,Petrol,Karachi,Original,Local,Manual,Used
KIA,Sportage,2002,17044,1480000,Petrol,Punjab,Original,Imported,Manual,Used
Chevrolet,Joy,2011,120000,1050000,Petrol,Karachi,Original,Imported,Manual,Used
Toyota,Corolla XLI,2005,123456,1700000,Petrol,Karachi,Original,Local,Manual,Used
Suzuki,Bolan,2014,70000,1125000,Petrol,Lahore,Original,Local,Manual,Used
KIA,Classic,2001,200000,390000,Petrol,Lahore,Original,Local,Manual,Used
Honda,City Aspire,2020,83900,4350000,Petrol,Punjab,Original,Local,Automatic,Used
Toyota,Corrolla Altis,2003,152000,1700000,Petrol,Karachi,Original,Local,Manual,Used
Daihatsu,Cuore,2009,99000,1150000,Petrol,Lahore,Original,Local,Automatic,Used
Honda,City IVTEC,2018,130000,3600000,Petrol,Karachi,Original,Local,Manual,Used
Suzuki,Alto,2005,200000,675000,Petrol,Karachi,Original,Imported,Manual,Used
Mitsubishi,Lancer,2005,150000,1275000,Petrol,Islamabad,Duplicate,Imported,Automatic,Used
Suzuki,Every,2011,10000,1030000,Petrol,Lahore,Original,Imported,Manual,Used
Hyundai,Santro,2008,168000,1275000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Cultus VXR,2006,70374,750000,Petrol,Lahore,Original,Local,Manual,Used
KIA,Picanto,2020,21567,3100000,Petrol,Lahore,Original,Imported,Automatic,Used
Daihatsu,Hijet,2014,86000,1640000,Petrol,Karachi,Original,Imported,Automatic,Used
Suzuki,Alto,2022,15200,2565000,Petrol,Islamabad,Original,Local,Manual,Used
Toyota,Yaris,2021,25000,4250000,Petrol,Hyderabad,Original,Imported,Automatic,Used
Honda,Civic Oriel,2016,105000,4450000,Petrol,Lahore,Original,Local,Automatic,Used
Suzuki,Bolan,2007,4056,730000,CNG,Sialkot,Original,Local,Manual,Used
Daihatsu,Cuore,2007,123456,800000,Petrol,Lahore,Original,Local,Manual,Used
Daihatsu,Mira,2017,72000,2850000,Petrol,Punjab,Original,Imported,Automatic,Used
Suzuki,Bolan,2017,85000,1020000,Petrol,Karachi,Original,Local,Manual,Used
Mitsubishi,Pajero Mini,2006,160000,1025000,Petrol,Lahore,Original,Local,Manual,Used
Hyundai,Santro,2005,50000,925000,Petrol,Karachi,Original,Imported,Manual,Used
Suzuki,Baleno,2000,255000,1032000,Petrol,Lahore,Original,Imported,Manual,Used
Honda,City IVTEC,2013,87000,2485000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Wagon R,2017,66500,1995000,Petrol,Lahore,Original,Imported,Manual,Used
Hyundai,Santro,2006,75500,853000,Petrol,Faisalabad,Original,Local,Manual,Used
Honda,Civic Oriel,2003,130000,1380000,Petrol,Sindh,Original,Imported,Manual,Used
Suzuki,Mehran VXR,2010,57000,960000,Petrol,Lahore,Original,Local,Manual,Used
Honda,Civic Prosmetic,2015,101000,3599999,Petrol,Lahore,Original,Imported,Automatic,Used
Honda,City Aspire,2021,38000,3800000,Petrol,Karachi,Original,Local,Automatic,Used
Suzuki,Wagon R,2021,75000,2800000,Petrol,Karachi,Original,Local,Manual,Used
Daihatsu,Mira,2012,71000,1970000,Petrol,Lahore,Original,Imported,Automatic,Used
Honda,Civic Prosmetic,2013,130000,3550000,Petrol,Lahore,Original,Imported,Automatic,Used
Daihatsu,Move,2015,103675,2999999,Petrol,Islamabad,Original,Imported,Automatic,Used
Toyota,Corolla GLI,2012,150000,2800000,Petrol,Lahore,Original,Imported,Automatic,Used
Chevrolet,Exclusive,2003,158000,580000,Petrol,Karachi,Original,Imported,Manual,Used
Toyota,Corolla XLI,2013,109500,2500000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Mehran VXR,2005,20,650000,Petrol,Faisalabad,Original,Local,Manual,Used
Toyota,Passo,2015,80000,2750000,Petrol,Islamabad,Original,Imported,Automatic,Used
FAW,V2,2018,84000,1365000,Petrol,Karachi,Original,Imported,Manual,Used
Honda,Civic Prosmetic,2008,97000,2700000,Petrol,Islamabad,Original,Imported,Automatic,Used
Honda,Civic Prosmetic,2008,200000,2425000,Petrol,Islamabad,Original,Local,Automatic,Used
FAW,V2,2019,118000,1500000,Petrol,Karachi,Original,Local,Manual,Used
Daihatsu,Mira,2014,119000,2460000,Petrol,Karachi,Original,Imported,Automatic,Used
Suzuki,Cultus VXR,2015,110000,1445000,Petrol,Lahore,Original,Local,Manual,Used
Honda,City Aspire,2001,100000,810000,Petrol,Lahore,Original,Imported,Manual,Used
Suzuki,Bolan,2013,50000,800000,Petrol,Gujranwala,Original,Local,Manual,Used
Suzuki,Cultus VXR,2007,120000,780000,Petrol,Lahore,Original,Local,Manual,Used
Hyundai,Santro,2004,200000,850000,Petrol,Karachi,Original,Imported,Manual,Used
Suzuki,Swift,2016,252000,2075000,Petrol,Multan,Original,Local,Manual,Used
Honda,Civic Prosmetic,2009,97000,1800000,Petrol,Sindh,Original,Local,Automatic,Used
Daihatsu,Mira,2018,90000,3275000,Petrol,Karachi,Original,Imported,Automatic,Used
Suzuki,Bolan,2020,26000,1550000,Petrol,Lahore,Original,Local,Manual,Used
Toyota,Corrolla Altis,2008,72000,2950000,Petrol,Islamabad,Original,Imported,Automatic,Used
Mitsubishi,Lancer,2014,150000,2100000,Petrol,Lahore,Original,Imported,Automatic,Used
Daihatsu,Hijet,2017,140000,1350000,Petrol,Lahore,Original,Imported,Automatic,Used
Suzuki,Mehran VXR,2008,70000,550000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Cultus VXR,2008,64200,1094000,Petrol,Islamabad,Original,Local,Manual,Used
Suzuki,Wagon R,2018,60000,2050000,Petrol,Karachi,Original,Local,Manual,Used
Toyota,Corolla XLI,2006,250000,1380000,Petrol,Lahore,Original,Local,Manual,Used
Daihatsu,Move,2014,93000,2590000,Petrol,Lahore,Original,Imported,Automatic,Used
Daihatsu,Mira,2014,93000,2085000,Petrol,Sindh,Original,Imported,Automatic,Used
Suzuki,Baleno,2003,250000,952000,Petrol,Lahore,Original,Local,Manual,Used
Toyota,Altis Grande,2015,116000,4100000,Petrol,Islamabad,Original,Local,Automatic,Used
Honda,City Aspire,2016,92000,2495000,Petrol,Karachi,Original,Local,Manual,Used
Suzuki,Cultus VXR,2001,20000,500000,Petrol,Karachi,Original,Local,Manual,Used
KIA,Spectra,2002,12345,730000,Petrol,Lahore,Original,Imported,Manual,Used
Daihatsu,Cuore,2003,1000,625000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Bolan,2004,68000,590000,Petrol,Rawalpindi,Original,Local,Manual,Used
Honda,City IDSI,2007,170000,1450000,Petrol,Sindh,Original,Local,Manual,Used
Toyota,Corolla XLI,2014,170000,2350000,Petrol,Karachi,Original,Local,Manual,Used
FAW,X-PV,2016,80000,890000,Petrol,Lahore,Original,Imported,Manual,Used
KIA,Picanto,2022,16000,2650000,Petrol,Karachi,Original,Local,Manual,Used
Suzuki,Swift,2022,8000,4400000,Petrol,Larkana,Original,Local,Automatic,Used
Honda,Civic Prosmetic,2009,135000,2350000,Petrol,Sahiwal,Original,Local,Automatic,Used
Suzuki,Mehran VXR,2015,95000,1150000,Petrol,Islamabad,Original,Local,Manual,Used
Toyota,Corolla XLI,2007,184000,1530000,Petrol,Islamabad,Original,Local,Manual,Used
Toyota,Corolla XLI,2011,250000,2280000,Petrol,Islamabad,Original,Local,Manual,Used
Mitsubishi,Ek Wagon,2014,50000,1900000,Petrol,Multan,Original,Imported,Automatic,Used
Suzuki,Mehran VXR,2007,9999,600000,Petrol,Lahore,Original,Local,Manual,Used
Toyota,Corolla GLI,2009,150000,2100000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Ravi,2006,100000,1500000,Petrol,Karachi,Original,Imported,Manual,Used
Honda,City IVTEC,2018,135000,3400000,Petrol,Lahore,Original,Local,Automatic,Used
Suzuki,Mehran VXR,2020,65000,1250000,Petrol,Lahore,Original,Local,Manual,Used
Honda,City IDSI,2008,92000,1750000,Petrol,Sindh,Original,Imported,Manual,Used
Honda,City IVTEC,2020,58000,4000000,Petrol,Islamabad,Original,Imported,Manual,Used
Honda,City IVTEC,2004,165000,1560000,Petrol,Sindh,Original,Local,Automatic,Used
Suzuki,Alto,2005,100000,825000,Petrol,Islamabad,Original,Imported,Manual,Used
Suzuki,Every,2011,130000,1400000,Petrol,Karachi,Original,Imported,Automatic,Used
Honda,City IVTEC,2009,180000,2075000,Petrol,Lahore,Original,Local,Manual,Used
Daihatsu,Terios Kid,2000,100000,1175000,Petrol,Karachi,Original,Imported,Automatic,Used
Suzuki,Wagon R,2020,96000,2075000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Ravi,2015,80000,1000000,Petrol,Rawalpindi,Original,Local,Manual,Used
Mitsubishi,Lancer,2005,100000,1400000,Petrol,Lahore,Original,Imported,Manual,Used
Honda,City Vario,2001,200000,1050000,Petrol,Lahore,Original,Local,Automatic,Used
Honda,City IVTEC,2010,100000,2450000,Petrol,Lahore,Original,Imported,Manual,Used
Suzuki,Mehran VXR,2017,10000,1150000,Petrol,Islamabad,Original,Local,Manual,Used
Suzuki,Cultus VXR,2008,89000,850000,Petrol,Karachi,Original,Local,Manual,Used
Honda,City IVTEC,2002,136850,900000,Petrol,Karachi,Original,Imported,Manual,Used
Suzuki,Every,2017,10000,1750000,Petrol,Lahore,Original,Imported,Automatic,Used
Honda,City IDSI,2005,123456,1200000,Petrol,Karachi,Original,Local,Manual,Used
Suzuki,Mehran VXR,2007,47700,730000,Petrol,Islamabad,Original,Local,Manual,Used
Daihatsu,Hijet,2013,135000,1500000,Petrol,Karachi,Original,Imported,Automatic,Used
Honda,City IDSI,2006,99999,1580000,Petrol,Sindh,Original,Imported,Manual,Used
Suzuki,Alto,2012,150000,1250000,Petrol,Islamabad,Original,Local,Manual,Used
Suzuki,Wagon R,2017,55000,2350000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Cultus VXR,2016,98000,1530000,Petrol,Karachi,Original,Local,Manual,Used
Suzuki,Ravi,2014,93000,820000,Petrol,Islamabad,Original,Local,Manual,Used
Toyota,Yaris,2021,52000,4700000,Petrol,Punjab,Original,Local,Automatic,Used
Daihatsu,Move,2020,13000,3700000,Petrol,Karachi,Original,Imported,Automatic,Used
Suzuki,Mehran VXR,2019,55000,1200000,Petrol,Bahawalnagar,Original,Local,Manual,Used
Suzuki,Every,2011,108800,1495000,Petrol,Karachi,Original,Imported,Automatic,Used
Suzuki,Swift,2019,26000,2795000,Petrol,Islamabad,Original,Local,Manual,Used
Daihatsu,Move,2013,91000,1950000,Petrol,Lahore,Original,Imported,Automatic,Used
Hyundai,Santro,2006,110000,965000,Petrol,Lahore,Original,Local,Manual,Used
Honda,City Aspire,2004,216000,1590000,Petrol,Lahore,Original,Local,Manual,Used
Toyota,Corolla GLI,2015,100000,3200000,Petrol,Karachi,Original,Local,Automatic,Used
Suzuki,Alto,2002,58000,815000,Petrol,Karachi,Original,Local,Manual,Used
Suzuki,Cultus VXR,2013,80000,1300000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Alto,2005,60000,710000,CNG,Karachi,Original,Local,Manual,Used
Honda,City Aspire,2016,129000,3400000,Petrol,Lahore,Original,Imported,Automatic,Used
Suzuki,Alto,2017,97500,2400000,Petrol,Karachi,Original,Imported,Automatic,Used
Suzuki,Every,2008,250000,1340000,Petrol,Sindh,Original,Imported,Automatic,Used
Daihatsu,Cuore,2003,5000,790000,Petrol,Mirpur,Duplicate,Local,Automatic,Used
Changan,Alsvin,2022,43000,3500000,Petrol,Punjab,Original,Local,Automatic,Used
Suzuki,Bolan,2012,100000,775000,CNG,Lahore,Original,Local,Manual,Used
Toyota,Yaris,2021,15000,4300000,Petrol,Karachi,Original,Local,Automatic,Used
Toyota,Yaris,2022,23000,4350000,Petrol,Lahore,Original,Local,Automatic,Used
Honda,Civic Oriel,2007,142000,1810000,Petrol,Karachi,Original,Local,Manual,Used
Suzuki,Mehran VXR,2010,150000,880000,CNG,Islamabad,Original,Local,Manual,Used
Honda,Civic Prosmetic,2005,178000,1390000,Petrol,Karachi,Original,Local,Automatic,Used
Toyota,Corolla GLI,2015,80000,3150000,Petrol,Karachi,Original,Local,Manual,Used
Mitsubishi,Lancer,2006,200000,1715000,Petrol,Islamabad,Original,Imported,Automatic,Used
Toyota,Passo,2022,105000,4600000,Petrol,Islamabad,Original,Imported,Automatic,Used
Hyundai,Santro,2006,140000,950000,Petrol,Lahore,Original,Imported,Manual,Used
Suzuki,Bolan,2017,35000,1450000,Petrol,Islamabad,Original,Local,Manual,Used
Suzuki,Alto,2022,27900,2460000,Petrol,Punjab,Original,Local,Manual,Used
Hyundai,Santro,2014,148000,1400000,Petrol,Lahore,Original,Imported,Manual,Used
Toyota,Corolla GLI,2013,90000,2400000,Petrol,Multan,Original,Local,Manual,Used
Honda,City IVTEC,2009,148000,2250000,Petrol,Lahore,Original,Local,Manual,Used
Honda,Civic Prosmetic,2008,95000,2250000,Petrol,Karachi,Original,Local,Automatic,Used
Toyota,Yaris,2020,55000,4000000,Petrol,Karachi,Original,Local,Manual,Used
Suzuki,Alto,2011,80000,890000,Petrol,Karachi,Original,Local,Manual,Used
FAW,X-PV,2015,123456,780000,Petrol,Lahore,Original,Local,Manual,Used
Toyota,Corolla XLI,2017,156480,3310000,Petrol,Lahore,Original,Local,Manual,Used
Honda,City IVTEC,2022,11000,4550000,Petrol,Karachi,Original,Local,Automatic,Used
Honda,City IVTEC,2015,106000,2790000,Petrol,Karachi,Original,Local,Manual,Used
Changan,Karvaan,2021,26000,2400000,Petrol,Punjab,Original,Imported,Manual,Used
Suzuki,Cultus VXR,2004,99999,650000,Petrol,Karachi,Original,Local,Manual,Used
Suzuki,Bolan,2007,24570,800000,Petrol,Rawalpindi,Original,Imported,Manual,Used
Daihatsu,Hijet,2014,175000,1650000,Petrol,Lahore,Original,Imported,Automatic,Used
Suzuki,Bolan,2022,37766,1850000,Petrol,Gujranwala,Original,Local,Manual,Used
Daihatsu,Cuore,2004,10000,520000,Petrol,Karachi,Original,Local,Manual,Used
Suzuki,Alto,2010,165200,1150000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Wagon R,2018,86000,2300000,Petrol,Islamabad,Original,Local,Manual,Used
Honda,City IDSI,2002,12345,945000,Petrol,Lahore,Original,Local,Manual,Used
Toyota,Corolla GLI,2015,114000,3390000,Petrol,Karachi,Original,Local,Automatic,Used
Toyota,Corrolla Altis,2004,182000,1825000,Petrol,Karachi,Original,Local,Manual,Used
Toyota,Corrolla Altis,2017,120000,4250000,Petrol,Lahore,Original,Imported,Automatic,Used
Honda,City IVTEC,2015,131500,2790000,Petrol,Islamabad,Original,Local,Manual,Used
Toyota,Corolla GLI,2018,95000,3800000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Swift,2021,50000,2950000,Petrol,Islamabad,Original,Imported,Manual,Used
Suzuki,Swift,2014,83000,1990000,Petrol,Lahore,Original,Imported,Manual,Used
Suzuki,Cultus VXR,2006,200000,525000,CNG,Karachi,Original,Local,Manual,Used
Hyundai,Santro,2006,1234,825000,Petrol,Lahore,Original,Local,Manual,Used
Toyota,Corolla GLI,2008,339000,1800000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Mehran VXR,2018,75000,1265000,Petrol,Islamabad,Original,Local,Manual,Used
Suzuki,Alto,2008,199999,900000,Petrol,Sindh,Original,Local,Manual,Used
Suzuki,Wagon R,2020,55000,2550000,Petrol,Lahore,Original,Local,Manual,Used
Mitsubishi,Minica,2017,64000,1450000,Petrol,Lahore,Original,Imported,Automatic,Used
Honda,City Aspire,2010,50000,2050000,Petrol,Islamabad,Original,Local,Manual,Used
Suzuki,Baleno,2003,75000,910000,Petrol,Karachi,Original,Imported,Automatic,Used
Toyota,Yaris,2021,21500,4550000,Petrol,Islamabad,Original,Local,Automatic,Used
Suzuki,Cultus VXR,2006,210000,735000,Petrol,Lahore,Original,Local,Manual,Used
Hyundai,Santro,2004,98000,940000,Petrol,Punjab,Original,Local,Manual,Used
Suzuki,Alto,2012,78859,990000,Petrol,Karachi,Original,Local,Manual,Used
Hyundai,Santro,2007,98000,1050000,Petrol,Rawalpindi,Original,Local,Manual,Used
Toyota,Corolla GLI,2008,200838,2000000,Petrol,Karachi,Original,Local,Manual,Used
Toyota,Passo,2010,136000,2495000,Petrol,Islamabad,Original,Imported,Automatic,Used
Suzuki,Every,2022,70000,2200000,Petrol,Lahore,Original,Imported,Automatic,Used
Honda,City Aspire,2015,136000,2890000,Petrol,Islamabad,Original,Local,Manual,Used
KIA,Spectra,2001,50000,1200000,Petrol,Lahore,Original,Imported,Automatic,Used
KIA,Picanto,2021,52000,2990000,Petrol,Punjab,Original,Local,Automatic,Used
Suzuki,Cultus VXR,2013,65000,1495000,Petrol,Rawalpindi,Original,Local,Manual,Used
Honda,Civic Prosmetic,2002,150000,1250000,CNG,Karachi,Original,Imported,Automatic,Used
FAW,X-PV,2017,100000,870000,Petrol,Lahore,Original,Local,Manual,Used
Suzuki,Swift,2016,133000,2290000,Petrol,Lahore,Original,Local,Manual,Used
Toyota,Corrolla Altis,2012,125000,2750000,Petrol,Karachi,Original,Local,Manual,Used
Changan,Karvaan,2021,15000,2400000,Petrol,Islamabad,Original,Local,Manual,Used
Mitsubishi,Lancer,2006,140000,1250000,Petrol,Lahore,Original,Imported,Automatic,Used
Toyota,Corolla XLI,2012,1234,1830000,Petrol,Karachi,Original,Local,Manual,Used
Toyota,Corolla GLI,2018,46000,4600000,Petrol,Islamabad,Original,Local,Automatic,Used
Daihatsu,Hijet,2007,145000,950000,Petrol,Lahore,Original,Imported,Automatic,Used
Daihatsu,Cuore,2003,12345,750000,CNG,Faisalabad,Original,Imported,Manual,Used
Suzuki,Wagon R,2016,49000,2000000,Petrol,Lahore,Original,Local,Manual,Used
Daihatsu,Cuore,2007,12345,698000,Petrol,Karachi,Original,Local,Manual,Used
Suzuki,Wagon R,2018,1000,2050000,Petrol,Lahore,Original,Local,Manual,Used
FAW,X-PV,2017,100000,1080000,Petrol,Islamabad,Original,Local,Manual,Used
Suzuki,Mehran VXR,2017,86000,1315000,Petrol,Faisalabad,Original,Local,Manual,Used
Toyota,Yaris,2022,13400,4650000,Petrol,Lahore,Original,Local,Automatic,Used
Toyota,Corolla GLI,2014,103500,2950000,Petrol,Sindh,Original,Local,Manual,Used
Suzuki,Alto,2010,102000,835000,Petrol,Karachi,Original,Local,Manual,Used
Honda,Civic Oriel,2017,75000,4860000,Petrol,Punjab,Original,Local,Automatic,Used
Suzuki,Alto,2007,1010,680000,Petrol,Lahore,Original,Local,Manual,Used
Changan,Alsvin,2021,56500,3750000,Petrol,Faisalabad,Original,Local,Automatic,Used
Suzuki,Baleno,2001,288888,910000,CNG,Swabi,Original,Local,Manual,Used
Suzuki,Bolan,2021,23000,1750000,CNG,Punjab,Original,Imported,Manual,Used
Honda,City Aspire,2017,50000,3350000,Petrol,Karachi,Original,Local,Manual,Used
